timestamp,temperature (°C),humidity (%),ammonia (ppm),pH,severity,ammonia_temp_ratio,temp_humidity_interaction
2025-06-20 20:24:04.993987,25.496714153011233,57.88120158988649,9.286874951491278,7.146102690342446,Low,0.3642381091053049,14.75780451770155
2025-06-20 20:34:04.993987,24.8667632472904,57.722874361157565,10.781160521892634,7.027759417522323,Low,0.4335570502151059,14.353810506919942
2025-06-20 20:44:04.993987,25.65774360325442,51.001674006542466,9.593133437122685,7.307745859990569,Low,0.37388842859533034,13.085878749966323
2025-06-20 20:54:04.993987,26.538112374715233,58.3193840048784,12.732620182657937,7.371338951143483,Low,0.4797862034373334,15.476863663456331
2025-06-20 21:04:04.993987,24.78595650142985,63.623925656802356,19.665609756228232,7.221196784702662,Medium,0.7934174238986405,15.769798537797099
2025-06-20 21:14:04.993987,24.79100014997425,53.57856519076917,8.949369985643187,6.823764617543288,Low,0.3609926962003783,13.282662176797635
2025-06-20 21:24:04.993987,26.609376994357902,65.18208489755193,18.180111086648427,6.682581484812845,Medium,0.6832219743627681,17.34454670317202
2025-06-20 21:34:04.993987,25.80262578932092,62.36849198508567,8.911398352263223,6.836818069908522,Low,0.3453678871687328,16.092708597354267
2025-06-20 21:44:04.993987,24.570743333175756,56.248397951923394,8.679371472092893,7.586097024393017,Low,0.3532400853487361,13.820649489790386
2025-06-20 21:54:04.993987,25.587804167500753,59.20186356548119,16.902099539804947,7.0845087741482065,Medium,0.6605529505057108,15.148456912646306
2025-06-20 22:04:04.993987,24.586852550005577,67.89106855256908,17.615418174668026,7.637932548257916,Medium,0.7164568193037799,16.692276919643366
2025-06-20 22:14:04.993987,24.58956629048981,63.5571469794092,17.125421118462484,6.963940496923769,Medium,0.6964507188191384,15.628426788845866
2025-06-20 22:24:04.993987,25.30228376744851,59.92327528272578,7.197120652865709,6.922355898852124,Low,0.2844454958696192,15.161957154784611
2025-06-20 22:34:04.993987,23.152066321871278,58.68089028213693,10.110956205935494,6.977783039006778,Low,0.43671938674363087,13.58583863638486
2025-06-20 22:44:04.993987,23.345453391733056,60.242302903766124,16.931832613490755,6.972347775984009,Medium,0.7252732396915688,14.063838746505368
2025-06-20 22:54:04.993987,24.51310790804138,57.290391335723776,12.386618494369934,6.767904726439682,Low,0.5053059179944529,14.04365544906516
2025-06-20 23:04:04.993987,24.067588053555077,49.31541412362592,7.928967786368073,6.655345519549997,Low,0.32944588251737456,11.869030718179006
2025-06-20 23:14:04.993987,25.399689734917466,70.04000474802926,14.633701281962995,7.150400988154259,Low,0.576137009336998,17.789943896320896
2025-06-20 23:24:04.993987,24.182441015317078,60.595694814320424,9.1529579146098,7.316470215279209,Low,0.3784960297768264,14.653518156294586
2025-06-20 23:34:04.993987,23.683183506363775,61.799761910214556,24.973367058571792,7.733494390199921,Medium,1.0544767789288692,14.636151019692017
2025-06-20 23:44:04.993987,26.566157490090966,59.509443808276636,22.599698940378087,6.869886127992693,Medium,0.8506950600141422,15.809372563583958
2025-06-20 23:54:04.993987,24.879753299031485,56.11335679734102,15.512388620828267,6.894203353940777,Medium,0.6234944709613391,13.96086473898376
2025-06-21 00:04:04.993987,25.17807801570554,58.849277973220914,20.99748527845349,6.768631211664695,Medium,0.8339590204365762,14.817117119776979
2025-06-21 00:14:04.993987,23.690821137731668,51.7718875411382,12.502348917432592,7.33771822881207,Low,0.527729657184422,12.265185276998636
2025-06-21 00:24:04.993987,24.576205382056695,71.14425627710277,16.54650659633961,7.244496236438879,Medium,0.6732734504416358,17.48455854019754
2025-06-21 00:34:04.993987,25.23652871692371,53.57622775346033,22.00100464771364,6.7369196254376424,Medium,0.8717920318795541,13.520780102446468
2025-06-21 00:44:04.993987,23.97962977670949,54.578921872500516,13.439518018291935,6.729340573908117,Low,0.5604556093416101,13.087823401145142
2025-06-21 00:54:04.993987,25.51133777397718,57.52742446680499,11.00032844945857,7.28575442757877,Low,0.43119371265114315,14.67601556839621
2025-06-21 01:04:04.993987,24.540016610095186,66.1590680242339,6.160458562439042,7.114958845362522,Low,0.25103726131565757,16.235446282231173
2025-06-21 01:14:04.993987,24.853976205792392,59.78120508514193,11.78404608202395,7.227516613903343,Low,0.4741312208739299,14.858006487397127
2025-06-21 01:24:04.993987,24.548977078429182,53.51795363853053,16.934776248725285,6.735169456498326,Medium,0.6898363298243338,13.138110171567217
2025-06-21 01:34:04.993987,27.0079746580595,65.96029885668557,17.783185411246457,6.436682540826938,Medium,0.6584420207880988,17.81454079959395
2025-06-21 01:44:04.993987,25.147211047847566,63.33358658875641,14.905734822052894,6.7375104949959495,Low,0.5927390832204721,15.926630683645858
